Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SNCR,"Synchronoss Technologies, Inc.",6.2,$263.34M,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
SNDX,"Syndax Pharmaceuticals, Inc.",4.26,$105.8M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx
SYNH,"Syneos Health, Inc.",36.91,$3.81B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh
SGYP,"Synergy Pharmaceuticals, Inc.",0.2797,$69.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp
SYBX,"Synlogic, Inc.",7.53,$191.62M,2015,n/a,n/a,https://www.nasdaq.com/symbol/sybx
SNPS,"Synopsys, Inc.",81.11,$12.13B,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
SES,"Synthesis Energy Systems, Inc.",0.8,$8.82M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses
THOR,"Synthorx, Inc.",16.5,$498.8M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/thor
SYPR,"Sypris Solutions, Inc.",0.98,$20.97M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr
SYRS,"Syros Pharmaceuticals, Inc.",5.78,$194.52M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs
TROW,"T. Rowe Price Group, Inc.",88.81,$21.37B,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",3.33,$146.65M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo
TRHC,"Tabula Rasa HealthCare, Inc.",57.37,$1.17B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
TCMD,"Tactile Systems Technology, Inc.",43.12,$796.54M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
TAIT,Taitron Components Incorporated,1.84,$10.36M,1995,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait
TLC,"Taiwan Liposome Company, Ltd.",5.9014,$189.01M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlc
TTWO,"Take-Two Interactive Software, Inc.",99.15,$11.29B,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,37.2,$1.12B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
TNDM,"Tandem Diabetes Care, Inc.",32.25,$1.85B,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",5.51,$50.44M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf
TANH,Tantech Holdings Ltd.,1.77,$50.8M,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh
TAOP,Taoping Inc.,1.27,$51.77M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop
TEDU,"Tarena International, Inc.",6.41,$342.69M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu
TATT,TAT Technologies Ltd.,6.66,$59.11M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt
TAYD,"Taylor Devices, Inc.",11.6681,$40.46M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd
CGBD,"TCG BDC, Inc.",13.17,$824.03M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cgbd
AMTD,TD Ameritrade Holding Corporation,48.22,$27.12B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
PETZ,"TDH Holdings, Inc.",0.6,$5.65M,2017,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz
TECD,Tech Data Corporation,81.09,$3.03B,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,2.7,$4.99M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
TTGT,"TechTarget, Inc.",11.61,$325.1M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
TGLS,Tecnoglass Inc.,7.96,$298.77M,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,3.78,$93.82M,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen
TNAV,"Telenav, Inc.",4.11,$186.02M,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav
TLGT,"Teligent, Inc.",1.3,$69.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt
TELL,Tellurian Inc.,7.14,$1.72B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell
TENB,"Tenable Holdings, Inc.",20.55,$1.91B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb
TENX,"Tenax Therapeutics, Inc.",1.2,$3.62M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx
TZAC,Tenzing Acquisition Corp.,9.86,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzac
TZACU,Tenzing Acquisition Corp.,10.05,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacu
TZACW,Tenzing Acquisition Corp.,0.289,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacw
TER,"Teradyne, Inc.",29.6,$5.31B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter
TERP,"TerraForm Power, Inc.",10.97,$2.29B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp
TBNK,Territorial Bancorp Inc.,26.12,$252.15M,2009,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk
TSRO,"TESARO, Inc.",74.02,$4.08B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tsro
TSLA,"Tesla, Inc. ",300.36,$51.58B,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla
TESS,TESSCO Technologies Incorporated,12.5,$105.66M,1994,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess
TTEK,"Tetra Tech, Inc.",50.04,$2.77B,1991,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",1.27,$68.1M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",51.84,$2.6B,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",25.28,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",24.94,$149.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip
TCBIW,"Texas Capital Bancshares, Inc.",45.24,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbiw
TXN,Texas Instruments Incorporated,88.88,$85.37B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",58.08,$4.16B,2004,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh
TFSL,TFS Financial Corporation,16.27,$4.56B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",4.21,$349M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
WTER,The Alkaline Water Company Inc.,2.68,$69.3M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wter
ANDE,"The Andersons, Inc.",30.9,$874.47M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",8.11,$457.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,28.3,$188.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bprn
CG,The Carlyle Group L.P.,15.56,$5.28B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
TCGP,The Carlyle Group L.P.,20.42,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp
CAKE,The Cheesecake Factory Incorporated,42.06,$1.91B,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",31.32,$938.67M,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,29.24,$163.09M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,25.25,$1.94B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",0.8,$13.17M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",37.73,$1.97B,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,6.8,$110.84M,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone
FBMS,"The First Bancshares, Inc.",30.4,$451.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,20.54,$523.51M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,20.31,$4.73B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",10.26,$267.27M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",16.06,$474.06M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",16.49,$1.72B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",4.8,$29.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,32.18,$74.93M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,8.22,$112.9M,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,6.66,$332.05M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,43.31,$52.81B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,24.9337,$2.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/old
LOVE,The Lovesac Company,22.57,$305.49M,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love
MSG,The Madison Square Garden Company,260.78,$6.19B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MDCO,The Medicines Company,17.86,$1.32B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",4.74,$350.48M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",14.16,$2.23B,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,100.7,$5.62B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",69.65,$2.07B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,31.7461,$3.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",3.01,$85.16M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,24.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/org
PRSC,The Providence Service Corporation,59.8,$766.1M,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,52.96,$1.65B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr
SMPL,The Simply Good Foods Company,19.92,$1.63B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl
TSG,The Stars Group Inc.,16.6,$4.53B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",109.56,$4.74B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",234.71,$7.34B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,31.08,$401.92M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,1.1444,$18.35M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty
TXMD,"TherapeuticsMD, Inc.",3.86,$918.22M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,3.85,$13.46M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",25.67,$1.42B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",2.07,$102.7M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",6.24,$203.88M,2010,n/a,n/a,https://www.nasdaq.com/symbol/tcrd
TBRG,"Thunder Bridge Acquisition, Ltd.",9.85,$317.66M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.19,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu
TBRGW,"Thunder Bridge Acquisition, Ltd.",0.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw
TIBR,Tiberius Acquisition Corporation,9.81,$211.53M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibr
TIBRU,Tiberius Acquisition Corporation,10.21,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibru
TIBRW,Tiberius Acquisition Corporation,0.38,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw
TTTN,TigerShares China-U.S. Internet Titans ETF,22.445,$5.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn
TTS,"Tile Shop Hldgs, Inc.",5.59,$294.93M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts
TLRY,"Tilray, Inc.",70,$6.52B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry
TSBK,"Timberland Bancorp, Inc.",24.42,$202.95M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/tsbk
TIPT,Tiptree Inc.,5.52,$198.37M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,13.74,$305.28M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn
TMDI,Titan Medical Inc.,1.31,$28.4M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi
TTNP,"Titan Pharmaceuticals, Inc.",0.24,$18.71M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",24.34,$996.86M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,9.43,$1.17B,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
TLSA,Tiziana Life Sciences plc,7.1,$96.89M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa
TKKS,TKK Symphony Acquisition Corporation,9.64,$303.18M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks
TKKSR,TKK Symphony Acquisition Corporation,0.339,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksr
TKKSU,TKK Symphony Acquisition Corporation,10.09,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu
TKKSW,TKK Symphony Acquisition Corporation,0.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksw
TMUS,"T-Mobile US, Inc.",65.02,$55.16B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
TMSR,TMSR Holding Company Limited,1.5245,$44.87M,2015,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr
TOCA,Tocagen Inc.,8.64,$172.4M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,2.07,$4.95M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",0.54,$9.86M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,0.8111,$17.41M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops
TRCH,"Torchlight Energy Resources, Inc.",0.68,$47.68M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
TRMD,TORM plc,5.95,$439.74M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd
TOTA,Tottenham Acquisition I Limited,9.9,$59.05M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota
TOTAR,Tottenham Acquisition I Limited,0.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar
TOTAU,Tottenham Acquisition I Limited,10.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau
TOTAW,Tottenham Acquisition I Limited,0.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw
TBLT,"ToughBuilt Industries, Inc.",1.0081,$9.95M,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt
TBLTU,"ToughBuilt Industries, Inc.",4.25,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu
TBLTW,"ToughBuilt Industries, Inc.",0.211,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltw
TSEM,Tower Semiconductor Ltd.,14.05,$1.47B,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",6.09,$165.54M,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
TOWN,Towne Bank,24.34,$1.76B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",25,$862.77M,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",0.6887,$20.57M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,80.68,$9.85B,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,0.67,$24.29M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,9.27,$68.51M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",19.24,$138.6M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns
TGA,TransGlobe Energy Corporation,1.89,$136.47M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
TBIO,"Translate Bio, Inc.",6.78,$306.06M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio
TA,TravelCenters of America LLC,3.93,$156.29M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta
TANNI,TravelCenters of America LLC,24.73,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America LLC,24.15,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America LLC,23.5,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz
TZOO,Travelzoo,8.87,$107.42M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,9.01,$28.64M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",0.5218,$42.96M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
TPCO,Tribune Publishing Company,11.69,$416.18M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco
TCDA,"Tricida, Inc.",21.2,$892.66M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda
TCBK,TriCo Bancshares,34.08,$1.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
TDAC,Trident Acquisitions Corp.,9.99,$262.8M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac
TDACU,Trident Acquisitions Corp.,10.19,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu
TDACW,Trident Acquisitions Corp.,0.28,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw
TRIL,Trillium Therapeutics Inc.,1.85,$27.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril
TRS,TriMas Corporation,26.1,$1.2B,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,30.93,$7.77B,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,2.31,$48.35M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib
TMCX,Trinity Merger Corp.,9.97,$429.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx
TMCXU,Trinity Merger Corp.,10.32,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu
TMCXW,Trinity Merger Corp.,0.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw
TRIP,"TripAdvisor, Inc.",51.04,$7.03B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
